label,x,y,plot_type,plot_num
ORIS,0.0,66965.74489428835,path,0
ORIS,48593.581861966035,66965.74489428835,path,0
ORIS,49726.58409423612,66965.74489428835,path,0
ORIS,50886.00327313047,66965.74489428835,path,0
ORIS,52072.455333065685,66965.74489428835,path,0
ORIS,53286.570569512696,66965.74489428835,path,0
ORIS,54528.99397383741,66965.74489428835,path,0
ORIS,55800.38557594848,66965.74489428835,path,0
ORIS,57101.420794934165,66965.74489428835,path,0
ORIS,58432.790797874644,66965.74489428835,path,0
ORIS,59795.202867020365,66965.74489428835,path,0
ORIS,61189.38077553143,66965.74489428835,path,0
ORIS,62616.06517197771,66965.74489428835,path,0
ORIS,64076.01397380391,66965.74489428835,path,0
ORIS,65570.0027699686,167758.25675828298,path,0
ORIS,67098.82523297123,167758.25675828298,path,0
ORIS,68663.29354048573,167758.25675828298,path,0
ORIS,70264.23880682504,167758.25675828298,path,0
ORIS,71902.5115244656,167758.25675828298,path,0
ORIS,73578.98201586619,167758.25675828298,path,0
ORIS,75294.54089582164,167758.25675828298,path,0
ORIS,77050.09954459636,167758.25675828298,path,0
ORIS,78846.5905920898,167758.25675828298,path,0
ORIS,80684.96841329017,167758.25675828298,path,0
ORIS,82566.20963528067,167758.25675828298,path,0
ORIS,84491.31365606643,167758.25675828298,path,0
ORIS,86461.30317549889,167758.25675828298,path,0
ORIS,88477.22473857869,167758.25675828298,path,0
ORIS,90540.14929142657,167758.25675828298,path,0
ORIS,92651.17275021679,167758.25675828298,path,0
ORIS,94811.41658337617,163874.87482377482,path,0
ORIS,97022.02840735725,163874.87482377482,path,0
ORIS,99284.18259630265,163874.87482377482,path,0
ORIS,101599.08090592423,163874.87482377482,path,0
ORIS,103967.95311192845,163874.87482377482,path,0
ORIS,106392.05766332733,163874.87482377482,path,0
ORIS,108872.68235098194,163874.87482377482,path,0
ORIS,111411.14499173334,163874.87482377482,path,0
ORIS,114008.79412848488,163874.87482377482,path,0
ORIS,116667.00974660742,163874.87482377482,path,0
ORIS,119387.20400704829,163874.87482377482,path,0
ORIS,122170.8219965331,163874.87482377482,path,0
ORIS,125019.34249525938,163874.87482377482,path,0
ORIS,127934.27876248963,163874.87482377482,path,0
ORIS,130917.17934046117,163874.87482377482,path,0
ORIS,133969.62887703965,163874.87482377482,path,0
ORIS,137093.24896755378,178406.3448251413,path,0
ORIS,140289.6990162581,178406.3448251413,path,0
ORIS,143560.6771178812,178406.3448251413,path,0
ORIS,146907.92095972842,178406.3448251413,path,0
ORIS,150333.20874481776,178406.3448251413,path,0
ORIS,153838.3601365393,178406.3448251413,path,0
ORIS,157425.23722534045,178406.3448251413,path,0
ORIS,161095.7455179502,178406.3448251413,path,0
ORIS,164851.8349496682,178406.3448251413,path,0
ORIS,168695.50092025567,178406.3448251413,path,0
ORIS,172628.78535397982,178406.3448251413,path,0
ORIS,176653.7777843736,178406.3448251413,path,0
ORIS,180772.6164642877,178406.3448251413,path,0
ORIS,184987.48950182463,178406.3448251413,path,0
ORIS,189300.63602275756,178406.3448251413,path,0
ORIS,193714.34736005258,193762.70458620528,path,0
ORIS,198230.96827112537,193762.70458620528,path,0
ORIS,202852.8981834794,193762.70458620528,path,0
ORIS,207582.59246938734,193762.70458620528,path,0
ORIS,212422.5637502925,193762.70458620528,path,0
ORIS,217375.3832316239,193762.70458620528,path,0
ORIS,222443.68206873361,193762.70458620528,path,0
ORIS,227630.1527646819,193762.70458620528,path,0
ORIS,232937.55060061358,193762.70458620528,path,0
ORIS,238368.69509948394,193762.70458620528,path,0
ORIS,243926.47152391353,193762.70458620528,path,0
ORIS,249613.83240896644,193762.70458620528,path,0
ORIS,255433.79913066648,123763.00247739605,path,0
ORIS,261389.46351108528,123763.00247739605,path,0
ORIS,267483.9894608536,123763.00247739605,path,0
ORIS,273720.61465996987,123763.00247739605,path,0
ORIS,280102.6522777982,123763.00247739605,path,0
ORIS,286633.4927331694,123763.00247739605,path,0
ORIS,293316.6054955204,123763.00247739605,path,0
ORIS,300155.5409280291,123763.00247739605,path,0
ORIS,307153.932173723,123763.00247739605,path,0
ORIS,314315.4970855647,123763.00247739605,path,0
ORIS,321644.0402015387,123763.00247739605,path,0
ORIS,329143.4547657889,123763.00247739605,path,0
ORIS,336817.7247968814,215635.5938655034,path,0
ORIS,344670.92720429,215635.5938655034,path,0
ORIS,352707.23395422974,215635.5938655034,path,0
ORIS,360930.9142859883,215635.5938655034,path,0
ORIS,369346.3369799343,215635.5938655034,path,0
ORIS,377957.97267840465,215635.5938655034,path,0
ORIS,386770.3962607067,215635.5938655034,path,0
ORIS,395788.2892734948,215635.5938655034,path,0
ORIS,405016.4424178139,215635.5938655034,path,0
ORIS,414459.7580941305,215635.5938655034,path,0
ORIS,424123.2530067027,215635.5938655034,path,0
ORIS,434012.06082867476,215635.5938655034,path,0
ORIS,444131.4349293091,215635.5938655034,path,0
ORIS,454486.7511648073,215635.5938655034,path,0
ORIS,465083.51073420106,215635.5938655034,path,0
ORIS,475927.3431018308,439217.74030142854,path,0
