label,x,y,plot_type,plot_num
HYPP,0.0,40620.32223354586,path,0
HYPP,27476.72840404089,40620.32223354586,path,0
HYPP,28286.616296640455,40620.32223354586,path,0
HYPP,29120.375968621254,40620.32223354586,path,0
HYPP,29978.711050517875,40620.32223354586,path,0
HYPP,30862.345912664878,40620.32223354586,path,0
HYPP,31772.026276510926,40620.32223354586,path,0
HYPP,32708.519843951693,40620.32223354586,path,0
HYPP,33672.616945212605,40620.32223354586,path,0
HYPP,34665.13120582814,40620.32223354586,path,0
HYPP,35686.90023328073,40620.32223354586,path,0
HYPP,36738.78632387848,40620.32223354586,path,0
HYPP,37821.67719046854,40620.32223354586,path,0
HYPP,38936.48671160005,141772.06469954253,path,0
HYPP,40084.155702769,141772.06469954253,path,0
HYPP,41265.6527103958,141772.06469954253,path,0
HYPP,42481.97482920573,141772.06469954253,path,0
HYPP,43734.148543702,141772.06469954253,path,0
HYPP,45023.230594441564,141772.06469954253,path,0
HYPP,46350.30886984477,141772.06469954253,path,0
HYPP,47716.503324291414,141772.06469954253,path,0
HYPP,49122.96692327823,141772.06469954253,path,0
HYPP,50570.88661643504,141772.06469954253,path,0
HYPP,52061.48433922116,141772.06469954253,path,0
HYPP,53596.01804414711,141772.06469954253,path,0
HYPP,55175.78276239206,167445.48341047546,path,0
HYPP,56802.11169671284,167445.48341047546,path,0
HYPP,58476.37734656692,167445.48341047546,path,0
HYPP,60199.99266639893,167445.48341047546,path,0
HYPP,61974.412258067954,167445.48341047546,path,0
HYPP,63801.133598422355,167445.48341047546,path,0
HYPP,65681.69830305767,167445.48341047546,path,0
HYPP,67617.69342732437,167445.48341047546,path,0
HYPP,69610.75280568347,167445.48341047546,path,0
HYPP,71662.55843053991,167445.48341047546,path,0
HYPP,73774.84187171799,167445.48341047546,path,0
HYPP,75949.38573777613,167445.48341047546,path,0
HYPP,78188.02518039451,167445.48341047546,path,0
HYPP,80492.64944310545,167445.48341047546,path,0
HYPP,82865.20345567286,167445.48341047546,path,0
HYPP,85307.68947546693,167445.48341047546,path,0
HYPP,87822.16877721903,173459.21914273364,path,0
HYPP,90410.76339258252,173459.21914273364,path,0
HYPP,93075.6579009683,173459.21914273364,path,0
HYPP,95819.10127316568,173459.21914273364,path,0
HYPP,98643.40876930469,173459.21914273364,path,0
HYPP,101550.96389276184,173459.21914273364,path,0
HYPP,104544.22040165785,173459.21914273364,path,0
HYPP,107625.70437964525,173459.21914273364,path,0
HYPP,110798.01636773314,173459.21914273364,path,0
HYPP,114063.83355894865,173459.21914273364,path,0
HYPP,117425.9120576865,173459.21914273364,path,0
HYPP,120887.08920565416,173459.21914273364,path,0
HYPP,124450.28597637542,173459.21914273364,path,0
HYPP,128118.5094402721,173459.21914273364,path,0
HYPP,131894.85530240613,173459.21914273364,path,0
HYPP,135782.5105150216,173459.21914273364,path,0
HYPP,139784.7559670936,173459.21914273364,path,0
HYPP,143904.96925315147,188644.6682024866,path,0
HYPP,148146.62752371546,188644.6682024866,path,0
HYPP,152513.31041975014,188644.6682024866,path,0
HYPP,157008.70309361257,188644.6682024866,path,0
HYPP,161636.59931904447,188644.6682024866,path,0
HYPP,166400.90469283154,188644.6682024866,path,0
HYPP,171305.63993083462,188644.6682024866,path,0
HYPP,176354.94426117107,188644.6682024866,path,0
HYPP,181553.0789174131,188644.6682024866,path,0
HYPP,186904.43073474814,188644.6682024866,path,0
HYPP,192413.5158521388,188644.6682024866,path,0
HYPP,198084.98352360446,188644.6682024866,path,0
HYPP,203923.62004184295,188644.6682024866,path,0
HYPP,209934.35277750134,188644.6682024866,path,0
HYPP,216122.25433750724,188644.6682024866,path,0
HYPP,222492.546845968,157165.21557810192,path,0
HYPP,229050.6063512506,157165.21557810192,path,0
HYPP,235801.96736296357,157165.21557810192,path,0
HYPP,242752.32752266637,157165.21557810192,path,0
HYPP,249907.55241225183,157165.21557810192,path,0
HYPP,257273.68050405575,157165.21557810192,path,0
HYPP,264856.9282568749,157165.21557810192,path,0
HYPP,272663.6953621903,157165.21557810192,path,0
HYPP,280700.5701450273,157165.21557810192,path,0
HYPP,288974.3351240055,157165.21557810192,path,0
HYPP,297491.9727352768,157165.21557810192,path,0
HYPP,306260.671225175,157165.21557810192,path,0
HYPP,315287.8307165579,157165.21557810192,path,0
HYPP,324581.06945395307,219169.57848186838,path,0
HYPP,334148.23023278575,219169.57848186838,path,0
HYPP,343997.3870181077,219169.57848186838,path,0
HYPP,354136.85175841773,219169.57848186838,path,0
HYPP,364575.1814003227,219169.57848186838,path,0
HYPP,375321.185109956,219169.57848186838,path,0
HYPP,386383.9317072537,219169.57848186838,path,0
HYPP,397772.75731935597,219169.57848186838,path,0
HYPP,409497.2732595986,219169.57848186838,path,0
HYPP,421567.3741387377,219169.57848186838,path,0
HYPP,433993.24621525995,219169.57848186838,path,0
HYPP,446785.37599181756,219169.57848186838,path,0
HYPP,459954.5590650507,219169.57848186838,path,0
HYPP,473511.9092362587,219169.57848186838,path,0
HYPP,487468.8678906139,464319.37754304725,path,0
