label,x,y,plot_type,plot_num
PONT,0.0,63637.10221016347,path,0
PONT,46907.61195911209,63637.10221016347,path,0
PONT,48038.64110915194,63637.10221016347,path,0
PONT,49196.94146070499,63637.10221016347,path,0
PONT,50383.170572802286,63637.10221016347,path,0
PONT,51598.00185943741,63637.10221016347,path,0
PONT,52842.124971859,63637.10221016347,path,0
PONT,54116.24619008084,63637.10221016347,path,0
PONT,55421.0888238322,63637.10221016347,path,0
PONT,56757.39362317567,63637.10221016347,path,0
PONT,58125.919199025775,63637.10221016347,path,0
PONT,59527.44245380722,63637.10221016347,path,0
PONT,60962.75902249682,63637.10221016347,path,0
PONT,62432.68372430004,63637.10221016347,path,0
PONT,63938.051025218134,187952.43898202828,path,0
PONT,65479.71551176869,187952.43898202828,path,0
PONT,67058.55237612841,187952.43898202828,path,0
PONT,68675.45791297365,187952.43898202828,path,0
PONT,70331.35002830056,187952.43898202828,path,0
PONT,72027.16876051406,187952.43898202828,path,0
PONT,73763.87681408097,187952.43898202828,path,0
PONT,75542.46010605065,187952.43898202828,path,0
PONT,77363.9283257533,187952.43898202828,path,0
PONT,79229.31550799341,187952.43898202828,path,0
PONT,81139.68062006427,187952.43898202828,path,0
PONT,83096.10816291618,187952.43898202828,path,0
PONT,85099.70878682016,187952.43898202828,path,0
PONT,87151.61992187634,187952.43898202828,path,0
PONT,89253.00642372506,187952.43898202828,path,0
PONT,91405.06123482739,170243.50545279484,path,0
PONT,93609.00606169007,170243.50545279484,path,0
PONT,95866.09206842,170243.50545279484,path,0
PONT,98177.60058700116,170243.50545279484,path,0
PONT,100544.84384469801,170243.50545279484,path,0
PONT,102969.16570899764,170243.50545279484,path,0
PONT,105451.94245051408,170243.50545279484,path,0
PONT,107994.58352428734,170243.50545279484,path,0
PONT,110598.53236992145,170243.50545279484,path,0
PONT,113265.26723101488,170243.50545279484,path,0
PONT,115996.30199434918,170243.50545279484,path,0
PONT,118793.18704931202,170243.50545279484,path,0
PONT,121657.51016804215,170243.50545279484,path,0
PONT,124590.89740679708,170243.50545279484,path,0
PONT,127595.01402905324,170243.50545279484,path,0
PONT,130671.56545086509,170243.50545279484,path,0
PONT,133822.29820901735,170243.50545279484,path,0
PONT,137049.00095252212,191633.52163282223,path,0
PONT,140353.50545802238,191633.52163282223,path,0
PONT,143737.6876696786,191633.52163282223,path,0
PONT,147203.46876412956,191633.52163282223,path,0
PONT,150752.8162411304,191633.52163282223,path,0
PONT,154387.7450404892,191633.52163282223,path,0
PONT,158110.3186859333,191633.52163282223,path,0
PONT,161922.65045655856,191633.52163282223,path,0
PONT,165826.90458652197,191633.52163282223,path,0
PONT,169825.29749366286,191633.52163282223,path,0
PONT,173920.09903774812,191633.52163282223,path,0
PONT,178113.63380905506,191633.52163282223,path,0
PONT,182408.2824480258,191633.52163282223,path,0
PONT,186806.4829967395,191633.52163282223,path,0
PONT,191310.7322829728,191633.52163282223,path,0
PONT,195923.58733763057,211479.4692408954,path,0
PONT,200647.66684635496,211479.4692408954,path,0
PONT,205485.6526361353,211479.4692408954,path,0
PONT,210440.29119776184,211479.4692408954,path,0
PONT,215514.39524499016,211479.4692408954,path,0
PONT,220710.84531129844,211479.4692408954,path,0
PONT,226032.591385147,211479.4692408954,path,0
PONT,231482.6545846654,211479.4692408954,path,0
PONT,237064.12887272084,211479.4692408954,path,0
PONT,242780.1828133387,211479.4692408954,path,0
PONT,248634.06137047437,211479.4692408954,path,0
PONT,254629.08775015728,211479.4692408954,path,0
PONT,260768.66528705077,131850.49392341913,path,0
PONT,267056.2793765024,131850.49392341913,path,0
PONT,273495.4994531777,131850.49392341913,path,0
PONT,280089.9810174042,131850.49392341913,path,0
PONT,286843.46771037276,131850.49392341913,path,0
PONT,293759.79343937675,131850.49392341913,path,0
PONT,300842.8845542951,131850.49392341913,path,0
PONT,308096.76207655255,131850.49392341913,path,0
PONT,315525.5439818268,131850.49392341913,path,0
PONT,323133.4475377933,131850.49392341913,path,0
PONT,330924.79169823986,131850.49392341913,path,0
PONT,338903.9995549055,131850.49392341913,path,0
PONT,347075.6008484401,131850.49392341913,path,0
PONT,355444.2345399049,247277.20189562163,path,0
PONT,364014.6514442798,247277.20189562163,path,0
PONT,372791.71692746744,247277.20189562163,path,0
PONT,381780.41366832674,247277.20189562163,path,0
PONT,390985.8444873066,247277.20189562163,path,0
PONT,400413.23524327925,247277.20189562163,path,0
PONT,410067.93780022627,247277.20189562163,path,0
PONT,419955.43306545255,247277.20189562163,path,0
PONT,430081.3341010597,247277.20189562163,path,0
PONT,440451.38931044325,247277.20189562163,path,0
PONT,451071.4857016194,247277.20189562163,path,0
PONT,461947.6522292403,247277.20189562163,path,0
PONT,473086.0632171877,247277.20189562163,path,0
PONT,484493.0418636947,247277.20189562163,path,0
PONT,496175.06383098173,461910.65201665345,path,0
